-49.9345 -55.3476 -13.5023 -38.7149
-39.1274 -51.6135 -2.73805 -8.30718
-57.5906 -51.2641 -8.83943 -37.6124
5.08878 -37.8238 -0.0817553 -13.4948
-1.72404 -40.9706 -4.68026 -11.5168
2.15835 -41.8949 -2.38645 -13.1651
-99.327 -63.9543 -60.337 -53.2801
-95.8922 -67.2935 -57.0361 -53.2336
-1.30253 -39.8459 -4.50729 -13.2047
6.27235 -36.1331 -2.01311 -13.1927
5.05674 -42.3971 -0.220853 -10.7403
-42.3754 -59.9223 -4.74241 -7.91604
-49.5533 -54.2988 -12.4533 -39.5574
-54.2484 -50.4314 -10.695 -37.9962
-91.0293 -59.3715 -62.486 -53.0835
6.63132 -40.5206 -6.78 -11.14
-100.881 -70.5609 -60.9444 -54.3911
-90.4326 -76.6606 -62.1797 -53.3016
-41.1297 -54.3963 6.17215 -15.0659
-3.46832 -42.003 -4.70614 -13.4663
5.92832 -47.275 1.8574 -12.305
0.734289 -39.1641 -3.31479 -12.1806
-92.1354 -60.6932 -66.8142 -53.2115
-90.0723 -68.9845 -60.9935 -53.4957
7.84744 -48.5991 -3.43281 -12.7219
-83.3907 -62.9718 -63.7165 -54.4545
-98.3778 -61.747 -68.842 -54.2374
10.2327 -42.0445 -0.105349 -12.5587
-90.2513 -67.9257 -68.9938 -53.8938
-33.6706 -71.3013 -1.36856 -4.55251
6.36538 -46.0615 -4.98588 -12.8286
-29.436 -56.7546 3.03134 -21.3209
-33.7337 -57.3452 -1.73565 -19.3572
5.92309 -41.8554 -1.84145 -13.078
-51.7445 -53.6547 -13.1795 -39.5655
7.92773 -43.7348 -5.50963 -12.7824
-93.3216 -65.9651 -58.2717 -53.5494
-95.7348 -57.7948 -63.5743 -53.3671
3.82855 -43.2592 -1.93985 -13.1339
-40.0485 -58.7317 0.741808 -12.9442
-53.3001 -47.8186 -10.6353 -39.3451
-94.3153 -68.8634 -60.2978 -55.2718
-92.8918 -59.737 -71.3323 -54.2455
3.39895 -38.4849 0.174958 -12.8611
-94.3684 -67.6577 -60.0983 -52.9903
-49.1887 -49.7545 -12.3389 -36.9774
-90.6776 -70.7186 -64.1807 -54.1986
12.1992 -43.5621 -4.35878 -12.2145
-39.0653 -63.059 -0.518237 -14.4385
-82.7896 -64.0213 -60.263 -53.9617
-97.7314 -63.4889 -66.2308 -55.4874
-85.3698 -60.8484 -64.4944 -53.9558
-34.1429 -60.1982 1.34558 -11.7571
-39.8248 -63.4046 -0.818319 -19.0523
9.30178 -43.0849 -1.86826 -13.4086
-87.2425 -61.2165 -53.1013 -54.1119
-56.2603 -51.2745 -13.4376 -37.4845
-96.8856 -67.9481 -60.3802 -53.7324
-52.6553 -53.2047 -7.07492 -35.8706
2.09666 -39.6521 -1.15307 -13.8682
-88.4355 -61.5396 -59.5056 -55.1445
0.00988482 -43.7442 1.39224 -12.869
-85.6565 -57.2141 -58.4351 -54.2042
-42.3892 -63.7911 -2.67063 -1.24239
-2.36947 -37.2741 -1.09241 -13.3853
-93.0054 -61.604 -65.6317 -52.7406
-27.3422 -62.8911 2.31886 -11.473
-54.4696 -54.1309 -12.6521 -37.6039
-30.1269 -61.3509 -5.25852 -17.1421
-1.23714 -39.4481 -2.96356 -11.3152
-30.9832 -58.894 -4.14978 -6.69424
-37.542 -54.3794 -1.58812 -18.3231
4.43012 -41.659 -6.56986 -13.5011
-54.5605 -52.8819 -13.2554 -36.7084
-97.9019 -66.0001 -61.9789 -54.5529
-50.1973 -50.9642 -12.8078 -36.7696
-86.7619 -75.858 -66.5069 -53.4486
-31.4073 -50.7509 -4.50035 -4.21753
-86.2331 -56.3419 -60.6177 -54.4135
-1.01224 -42.3397 1.95445 -13.8205
4.07399 -40.9513 0.793706 -13.2796
-92.034 -64.8024 -69.2569 -54.2689
-31.1045 -61.1861 0.72306 -10.3608
-6.08465 -36.4288 -5.42617 -14.0066
3.01651 -43.0978 -0.106878 -12.678
2.73131 -46.2413 -2.06194 -13.1576
4.72591 -41.4693 1.80854 -13.0792
-32.6803 -62.5982 -4.92052 -15.1977
-41.1856 -60.8097 -1.41795 -7.1688
4.20204 -41.0418 -4.73716 -13.2371
6.11911 -41.8884 0.0673913 -12.7084
9.43626 -44.4483 0.386631 -12.78
-36.0045 -57.147 -0.0283316 -16.5941
-94.9546 -65.8388 -65.0341 -55.1168
1.27372 -44.5747 0.400458 -12.4698
-49.9449 -50.8577 -10.8838 -37.1669
1.42801 -40.1903 -1.44601 -12.6193
-4.82545 -37.888 -2.11014 -11.8699
-31.089 -68.1245 -10.8626 -20.7978
10.0586 -39.8972 -0.904746 -12.6418
-52.6856 -51.408 -12.3254 -37.9076
8.80209 -43.9327 -0.509311 -13.4392
-55.521 -53.5332 -9.76204 -36.7348
-51.5438 -48.7108 -13.5567 -39.3275
-48.7481 -51.8819 -9.17879 -36.6988
-50.5672 -51.464 -10.5309 -36.7489
-96.0961 -73.1666 -66.5722 -52.005
-52.9064 -51.7769 -12.3708 -39.5533
1.55744 -42.4094 -4.02007 -12.6698
3.74314 -39.447 -1.09166 -13.8571
-89.3646 -63.4074 -66.2273 -54.3247
6.04865 -47.2502 -6.35724 -12.6053
-31.8894 -67.0194 0.644176 -19.7188
-83.6536 -52.7565 -59.3313 -53.1374
-96.5591 -66.5493 -64.207 -53.2544
9.67846 -43.5745 -2.17091 -12.6037
-30.1977 -59.7782 0.545378 -6.78956
-96.1227 -62.2765 -56.5311 -54.1896
0.536453 -40.9817 0.605567 -12.2444
3.63982 -43.0612 -3.7121 -14.1494
-56.9372 -50.9698 -11.7174 -39.7677
-0.514348 -38.4743 2.18685 -12.5746
-91.3849 -64.8481 -63.1646 -54.1321
-27.2785 -60.297 0.111457 -0.0795443
-74.9224 -62.4357 -63.3471 -53.8139
12.9382 -44.7181 -7.7408 -13.3048
-39.6312 -54.8765 0.56204 -12.5279
-39.7856 -58.7474 2.94567 -10.2315
1.70535 -43.5605 -7.39416 -12.1091
-56.1533 -53.2279 -8.54816 -40.3928
-91.9834 -67.2187 -60.6781 -55.3189
-86.1966 -62.2076 -62.3343 -54.1093
-95.4369 -69.6173 -59.74 -53.92
-51.1307 -49.2958 -7.37346 -36.59
-51.6515 -52.7786 -10.7537 -37.2338
-89.6633 -65.1744 -65.1903 -54.0512
-96.2559 -68.6104 -60.7518 -53.1311
-90.4962 -67.9744 -54.3701 -54.3613
0.700402 -35.2921 -2.15582 -13.3991
-85.1819 -62.8365 -66.3457 -53.7605
-36.8644 -61.9471 -0.0567083 -13.9765
6.58669 -43.7847 -4.65756 -14.5361
7.42526 -43.9301 -2.90747 -13.8672
-43.4004 -59.1261 -5.49981 -13.6115
-99.2817 -65.1622 -63.1118 -54.9565
-86.644 -63.8883 -57.8052 -54.4406
-2.57091 -41.0176 4.77722 -11.1742
6.70334 -41.973 -4.59404 -14.5473
-95.3131 -63.6115 -56.5458 -53.7284
-33.8237 -58.0743 -0.218811 0.40437
-55.8875 -51.2296 -13.3118 -38.5372
-50.6161 -47.0382 -10.367 -39.0551
-87.9164 -65.8115 -61.0599 -53.9271
2.31434 -41.583 0.294469 -13.4523
-87.4027 -63.2762 -69.5675 -54.508
-39.0223 -53.4505 -0.864724 -5.21012
-35.9896 -59.9534 3.60577 -14.896
-2.46906 -47.0845 -6.37758 -12.8484
8.82373 -45.2712 -7.17921 -13.6508
-98.9486 -55.5641 -60.0679 -54.1036
-51.073 -52.8416 -9.33712 -38.127
1.26043 -43.8397 -0.247732 -12.1663
-1.76101 -40.06 0.0968274 -12.4934
-52.6373 -50.7247 -11.3063 -37.5302
-100.914 -74.971 -66.0987 -54.2123
12.6157 -40.4757 1.94759 -12.8095
6.47927 -42.2118 -0.842301 -13.3861
-91.4151 -70.9277 -71.0076 -53.8803
-87.0712 -59.9872 -60.7246 -53.9564
-1.48826 -42.9232 -1.25622 -13.1749
-90.5579 -64.5476 -68.0332 -52.6825
-34.3125 -43.1438 -5.76191 -18.9272
-30.7059 -53.6799 -0.513448 -9.87138
-93.4873 -59.7161 -69.4288 -53.4079
-32.2114 -51.4616 5.4177 -17.4636
5.29453 -41.2465 -7.20179 -12.0424
-32.1232 -52.3713 -3.13803 -14.1126
0.0232648 -41.7147 -5.71168 -12.3442
2.58705 -40.925 -2.57799 -13.7872
1.20179 -39.5886 -1.88363 -12.2402
-95.5385 -63.6418 -67.6274 -53.8445
10.2214 -40.9135 -1.66883 -12.5516
-54.1364 -51.188 -14.7548 -40.5675
-93.5215 -62.1653 -61.6145 -54.3236
-97.5123 -57.5807 -61.3413 -54.598
-50.5809 -53.3094 -12.9116 -36.7729
-49.0714 -53.3291 -12.2669 -40.019
6.59017 -39.8116 -4.8144 -12.2133
-56.4757 -53.0216 -9.22138 -37.8251
-84.1259 -67.1384 -61.9253 -53.5798
-94.9463 -65.1299 -66.735 -54.15
-45.9854 -54.6717 -12.7999 -39.8177
-32.5784 -60.3822 -5.61688 -9.35471
-31.6734 -62.9664 -0.651854 -2.99786
-4.92674 -38.8403 -3.96641 -10.223
-98.5392 -59.2783 -65.6293 -53.323
-91.1979 -73.741 -62.8031 -54.2727
-53.2135 -52.668 -10.7414 -37.6232
-34.6317 -52.6224 -0.219258 -22.6481
-55.9428 -49.7537 -13.072 -37.7228
-93.8853 -61.6605 -61.0878 -53.8517
-87.0869 -70.5682 -70.8222 -54.1413
-87.849 -62.7906 -62.045 -54.2515
-56.8713 -53.5988 -11.2858 -39.3198
5.53531 -40.0956 4.87385 -13.2591
-91.2651 -56.522 -61.5861 -53.8465
-36.5097 -58.4356 0.00477562 -24.5855
1.60929 -46.9228 -2.29147 -11.5436
5.16716 -40.4186 -4.33707 -12.4479
-53.5406 -54.4241 -12.4912 -39.3547
-81.2484 -69.5066 -62.3727 -52.9115
-36.25 -59.4231 -5.69295 -11.9875
-92.6511 -63.2407 -61.0163 -54.2461
-53.9469 -49.8823 -8.08236 -36.3609
-98.9324 -63.7061 -65.2642 -53.6587
-0.500305 -42.7297 -0.982644 -13.7669
3.71738 -38.8132 -1.17085 -12.4954
-86.7896 -57.3758 -69.9576 -53.7179
-1.39936 -47.4305 -2.16447 -13.1549
-88.4498 -50.6393 -59.3891 -54.0125
9.37359 -41.7098 -1.32103 -12.4101
4.33243 -36.3218 3.58514 -12.877
-52.5208 -53.0694 -14.7557 -37.2392
-1.23262 -36.9025 -3.49696 -11.3553
7.79613 -40.8132 -6.39938 -12.9237
-39.2601 -63.7909 -0.635223 -11.0845
-48.1725 -49.4412 -9.23522 -38.9656
4.84654 -39.3886 0.723846 -12.8648
-36.0517 -58.9292 -9.8155 -6.3387
-36.4868 -51.0753 2.16515 -15.5066
-95.7499 -61.9542 -67.1158 -54.5037
8.43196 -39.9744 1.25123 -12.4865
-85.6658 -61.6576 -55.9546 -53.5807
-93.7552 -59.564 -64.612 -54.4401
3.68402 -37.3034 -1.54149 -13.4894
-85.8694 -67.5293 -67.2104 -53.9529
5.63845 -44.9996 -4.94736 -11.1295
6.04597 -43.4918 2.00768 -14.046
-2.75063 -41.1255 -3.6727 -13.4393
4.31854 -40.3489 1.31233 -12.5075
-52.4717 -52.4898 -12.6932 -36.2599
-90.3291 -65.5071 -71.0042 -53.4832
-50.8548 -51.8938 -9.39099 -37.2625
-90.8743 -55.0587 -71.808 -54.3892
3.69168 -36.8638 1.51413 -13.5066
-54.2187 -55.3336 -13.522 -38.1701
-84.8813 -58.3243 -60.204 -55.6294
-38.3922 -62.5627 -1.7759 4.12196
-37.3985 -57.6374 -2.88749 -3.80143
3.01683 -45.0454 -2.68903 -12.8912
13.51 -44.9636 -3.87403 -14.1273
-31.8885 -67.9542 0.658457 -2.51107
5.40754 -43.5096 -1.88356 -14.1648
-74.1606 -62.8358 -74.7674 -54.2052
-27.7677 -55.2822 0.971922 -3.78784
-35.9357 -58.3047 1.95031 -21.4285
-33.5742 -68.4771 8.24145 -15.7221
2.33842 -43.0244 -5.44303 -14.1269
-98.1271 -61.3892 -54.6024 -53.3559
-51.745 -46.4567 -8.16966 -34.7534
7.04119 -38.9853 -3.44084 -12.5036
-37.1913 -54.3726 -0.944397 -4.76993
-87.3202 -74.9192 -66.0914 -53.5353
-27.0735 -59.8664 -3.58954 -9.85488
0.663821 -37.2877 -4.24586 -14.0726
-40.5391 -60.727 -2.23686 -21.0415
-84.7318 -59.9504 -60.3996 -54.7304
8.52899 -42.3011 0.234665 -13.7701
3.1192 -42.9538 1.64294 -13.0408
-32.2043 -51.9691 2.08117 -12.4124
-88.9731 -67.225 -57.4008 -54.2328
-39.4919 -61.4452 -1.04565 1.74351
-36.3677 -45.156 -1.53173 -9.12095
-54.816 -55.1954 -12.6617 -38.7298
-31.5776 -57.8523 0.720663 -17.5114
-93.0461 -66.4121 -64.2115 -54.4164
-91.9615 -69.9983 -63.1962 -53.3753
-93.2604 -60.1317 -71.3457 -53.9039
-55.8038 -52.1308 -11.9537 -39.4702
-90.0626 -63.6793 -58.0353 -54.5606
-49.5945 -50.5372 -7.66563 -40.1583
-55.7019 -53.9961 -11.0516 -35.9629
5.74382 -37.5572 -0.291749 -13.1951
5.07938 -38.7247 0.166688 -13.5618
-97.7389 -71.168 -61.6158 -54.0492
-1.88295 -43.2906 -2.09374 -13.9316
-87.6325 -68.7163 -68.7144 -54.7944
-95.8128 -59.8105 -61.9956 -53.5146
-24.2138 -48.7316 -5.79955 -0.214136
-32.3052 -59.0979 -1.41426 -17.8273
-91.6947 -60.0352 -56.185 -54.3115
-88.0057 -75.4132 -59.2859 -54.3255
4.12741 -43.6696 -1.66611 -13.9287
-88.9323 -67.8001 -60.0564 -53.7725
6.39221 -40.4567 -1.19753 -14.4059
-37.4856 -52.7299 4.53617 -20.0151
-53.4005 -52.8208 -13.9323 -36.7242
5.48457 -35.5153 1.14941 -13.4353
4.32706 -41.1457 -2.3706 -13.5959
-36.5866 -67.0674 -1.78318 -14.5234
2.94975 -42.8028 -5.59255 -13.4019
2.26525 -43.8525 -0.799544 -12.9138
-3.07266 -41.3519 -3.84296 -11.9972
-31.9581 -59.9944 1.26979 -9.78263
-56.4523 -56.0492 -10.0288 -37.5776
12.2726 -45.9901 -0.945793 -10.5092
-29.2391 -48.2855 1.82743 -18.4116
5.4167 -38.671 -3.13649 -13.1518
-30.5546 -60.6639 3.14554 -13.4186
-33.2363 -54.9002 -5.9086 -13.5258
-30.4711 -60.5248 -1.64229 -6.96596
-88.3069 -60.7894 -57.4211 -53.8492
5.90045 -43.5909 -3.85377 -11.4674
-91.9973 -60.8965 -65.3232 -54.2117
-81.6834 -62.0535 -66.7602 -54.4319
-95.3732 -57.7254 -62.1435 -54.0963
-36.0244 -55.7979 -2.15918 -10.4782
1.63367 -37.2383 -3.19737 -13.6483
9.97776 -44.9634 -1.12001 -12.8846
2.24222 -43.16 1.12928 -11.3889
-3.04225 -42.2743 1.00321 -13.8609
-54.5207 -52.323 -11.4069 -39.0724
2.694 -44.5737 -0.19967 -11.8383
-28.9735 -53.4194 1.596 -15.1807
0.418962 -43.671 -2.20812 -12.6808
3.13945 -42.818 -2.55137 -12.5519
-54.3059 -51.9396 -10.525 -39.4355
-96.3262 -55.1706 -64.8145 -54.8028
-98.5217 -61.3891 -69.9297 -54.9891
-31.3769 -56.7639 -2.56643 -8.33837
-52.0045 -55.7343 -6.82104 -38.4923
-88.8787 -61.8405 -64.7069 -54.0786
-92.1373 -63.8853 -58.1847 -54.231
2.87357 -41.4558 -1.84551 -13.4335
5.44824 -44.2653 2.34423 -14.3854
-40.5024 -69.4351 0.25303 -17.7638
-37.5588 -62.8334 0.262462 -11.2123
-93.515 -56.4723 -63.744 -53.7662
-96.4105 -61.5408 -57.688 -54.2333
-40.7488 -60.2404 -0.842204 -17.1539
-51.5374 -52.6873 -12.6153 -36.0347
3.51456 -43.1457 -3.11548 -12.7113
-34.0111 -59.0864 2.39526 -11.328
-38.0304 -64.938 -4.09614 -0.96821
4.02339 -47.0353 -2.60776 -12.4351
0.009905 -42.6211 -5.44239 -13.0225
2.64186 -36.5448 -1.83603 -13.7664
-28.3287 -51.6316 -2.35906 -14.2675
-94.8259 -69.1979 -64.2212 -53.3355
-0.808445 -37.6188 0.520059 -12.5628
7.54872 -46.3069 -1.12327 -13.2161
-105.009 -57.7138 -68.7662 -53.1545
-99.454 -65.8827 -65.6186 -54.1297
5.52343 -40.8685 1.5302 -14.5338
-4.26115 -44.5552 -5.75714 -11.0943
8.95941 -40.1305 -9.54929 -14.1859
-42.3498 -59.184 -4.53506 -4.54728
-56.8904 -54.1232 -12.3632 -35.4242
-84.8086 -63.8336 -64.8169 -54.5194
-88.5982 -62.4581 -66.5785 -54.7101
-34.6674 -58.0675 -1.26795 -9.1926
-95.0671 -62.1548 -61.7426 -53.6948
-51.8618 -58.0263 -10.0789 -38.5093
-34.3016 -51.485 -6.06142 -13.9593
1.487 -38.9007 0.477703 -12.4452
3.81645 -40.451 -0.969884 -11.3301
-88.4838 -55.63 -67.6898 -55.2286
2.77362 -46.3171 -1.32403 -13.9867
-33.4935 -63.6802 -4.49921 -13.4237
-44.323 -63.0492 -5.08147 -15.4233
-52.2269 -54.2785 -10.4482 -36.5288
-59.3339 -53.7062 -11.3933 -39.289
9.01749 -38.3947 8.43597 -13.766
6.83273 -36.8242 0.768786 -13.6213
-32.2624 -66.2485 2.95879 -6.99243
-57.2688 -49.0159 -11.6631 -40.2032
10.5696 -38.5863 1.90147 -14.4282
-84.7794 -57.8553 -62.6516 -53.9612
-2.15002 -41.5299 -2.19318 -14.1586
2.43885 -40.5638 3.08658 -12.523
-5.44161 -44.3154 -2.46457 -13.5161
-53.6627 -52.2448 -10.9649 -38.5949
-85.524 -60.9058 -58.1575 -54.6379
-95.587 -61.9657 -72.1701 -54.6928
6.6166 -38.7398 -8.08817 -12.068
-35.2312 -58.614 -2.81961 -6.28243
-93.2953 -64.6313 -56.011 -54.0331
-82.9435 -72.7545 -61.1629 -54.6946
-86.7007 -68.2439 -70.005 -53.4305
-57.2074 -50.8712 -13.1378 -40.2399
1.66692 -40.3377 3.15802 -12.2246
9.59335 -41.777 -2.67325 -12.9953
-50.6843 -51.7029 -13.0469 -39.0157
-80.7977 -59.1097 -63.2027 -55.799
-0.915263 -41.4849 -4.057 -12.9282
7.79095 -37.7348 1.47982 -13.9754
-51.0569 -51.4513 -9.80137 -37.1556
-34.1836 -63.3944 -2.55767 -10.73
-35.0743 -52.163 -4.27969 -7.65614
7.34635 -43.9101 -2.03079 -11.8485
-91.2687 -66.396 -64.3152 -54.7117
-96.6489 -66.0161 -59.3427 -54.0905
-85.0807 -61.3001 -62.9049 -54.435
5.18277 -41.9769 -4.67407 -14.8412
4.07729 -39.4646 -0.100748 -13.1271
0.0303566 -38.3582 0.477035 -13.2748
9.39449 -41.2804 -1.53826 -14.3117
-91.7287 -57.7049 -69.2636 -55.2968
-92.6768 -66.2867 -68.249 -54.1362
-55.0849 -55.7074 -9.04809 -39.2376
7.57916 -41.8203 -3.85689 -14.0679
-82.6721 -61.1485 -58.2971 -53.5633
-0.689465 -38.0551 -1.23353 -14.1614
9.57245 -40.7418 4.92115 -14.3539
-31.3078 -57.3223 -4.09799 -11.6475
-32.3008 -59.6195 -2.32678 -8.67317
0.565729 -39.0095 -1.40995 -11.1705
-96.7948 -54.8111 -61.5911 -53.8424
-55.0943 -55.2825 -13.0376 -36.2559
-5.57701 -38.5305 1.72008 -11.6205
2.58147 -41.6309 -6.2576 -12.9932
-39.7865 -60.0145 -3.83542 -14.3511
-86.9093 -72.5545 -57.7386 -52.8561
