-92.2743 -66.0022
-92.1422 -65.2513
-89.8798 -58.1895
-92.5602 -62.4409
-90.7214 -65.446
-91.305 -64.7905
-95.7656 -63.4045
-90.6967 -62.5616
-95.0234 -64.4447
-93.2505 -66.4638
-88.3884 -67.0162
-90.5479 -62.3691
-94.6513 -62.4264
-90.2457 -60.7518
-90.9722 -67.4788
-92.9497 -60.0042
-90.714 -65.7561
-89.9221 -58.4186
-92.814 -65.5645
-90.915 -58.3839
-96.6279 -61.5645
-89.7239 -63.9564
-89.6863 -63.2193
-92.024 -63.2584
-88.6524 -60.2281
-92.4313 -64.2001
-91.4357 -61.0369
-89.981 -63.5516
-92.9561 -67.0107
-89.8473 -61.4334
-95.5178 -66.2766
-92.6555 -65.3885
-93.0907 -64.9691
-90.9194 -64.5254
-92.6851 -65.0168
-93.5872 -62.7264
-94.064 -62.3306
-91.0295 -60.1209
-91.5774 -61.316
-94.2436 -65.1952
-92.4811 -68.4567
-92.5642 -62.6382
-92.9508 -68.5762
-93.7726 -63.2729
-92.3846 -68.7419
-90.4734 -66.8836
-95.5794 -65.171
-91.4752 -64.3177
-88.167 -64.9167
-94.6041 -67.569
-92.2056 -64.4837
-90.9766 -63.4096
-90.57 -57.6091
-93.2996 -57.8274
-93.2407 -65.987
-90.9309 -64.4762
-90.6516 -70.0708
-91.6754 -64.8654
-93.0076 -67.9609
-92.205 -63.0499
-90.4895 -63.1115
-93.6254 -66.0416
-96.326 -63.408
-89.3051 -65.5235
-92.0341 -69.0218
-93.5533 -62.5374
-91.1067 -61.6652
-93.528 -62.6212
-92.1553 -63.0779
-93.8698 -69.5089
-90.0276 -60.5119
-93.1547 -60.6423
-89.2016 -68.2115
-92.2621 -61.3567
-88.8713 -62.0839
-91.4242 -65.1722
-91.0097 -63.7681
-93.7437 -61.0939
-93.7325 -62.4612
-94.4198 -65.3082
-91.783 -64.8469
-91.4225 -60.2466
-90.2516 -63.8094
-93.121 -63.8765
-92.7361 -66.7511
-88.8616 -58.7536
-92.474 -65.5383
-93.7427 -62.8151
-91.0721 -63.6201
-88.2939 -59.428
-88.4088 -66.5663
-91.2261 -67.3589
-88.564 -62.0528
-91.8254 -58.6047
-91.5571 -58.9601
-89.5931 -64.8821
-91.9732 -70.8911
-92.0132 -63.9426
-88.6773 -64.4806
-92.7896 -64.7952
-92.2916 -61.6192
-92.4727 -58.4611
-90.0848 -63.652
-92.1276 -57.919
-93.1237 -68.1991
-90.0771 -62.9764
-91.1999 -61.4789
-93.4753 -62.6833
-96.8149 -69.5179
-94.3576 -69.9816
-94.9712 -66.0119
-91.2993 -62.736
-89.5867 -66.9527
-91.9653 -63.806
-87.7203 -63.3161
-91.0405 -60.0291
-91.2087 -62.0586
-88.5222 -62.6933
-93.8901 -60.7191
-93.5253 -64.3028
-93.0276 -66.0841
-91.0037 -62.6142
-91.9003 -62.9625
-94.6493 -58.8019
-91.4879 -65.4062
-90.3199 -62.1804
-94.3494 -64.6105
-92.1083 -64.1773
-90.1759 -64.1449
-92.2523 -64.8327
-90.2253 -57.9329
-94.5299 -61.8412
-90.6757 -67.6405
-93.2313 -67.7208
-93.783 -67.2238
-91.8964 -66.1198
-91.8042 -64.5511
-89.0657 -64.6185
-94.8224 -65.0739
-92.0263 -65.7139
-92.551 -64.8206
-91.936 -61.7098
-93.4236 -65.2053
-93.3837 -63.0107
-93.521 -65.751
-91.4935 -64.4173
-91.4128 -68.8768
-93.6737 -59.8475
-95.7711 -66.4918
-94.1619 -61.1181
-91.2814 -58.2173
-91.8521 -62.0298
-92.3496 -64.092
-87.4064 -66.2395
-91.9361 -63.3012
-98.7176 -67.2221
-90.2904 -63.3409
-93.2353 -63.8494
-91.6205 -65.0001
-91.362 -63.8821
-93.1046 -60.761
-92.0127 -60.7479
-91.7924 -61.0957
-89.9753 -63.1568
-91.8168 -65.1659
-90.9384 -58.9602
-91.5199 -67.6956
-92.3702 -59.8886
-91.4883 -61.0938
-89.1506 -67.2019
-93.5951 -64.624
-94.5737 -62.2678
-89.5843 -65.3977
-88.9355 -62.2681
-90.1759 -66.0235
-94.5854 -61.8581
-91.5348 -65.782
-91.511 -68.8957
-90.1628 -60.5568
-91.2111 -61.4263
-95.3775 -61.4844
-90.5951 -62.784
-93.45 -62.1238
-96.0448 -64.3854
-95.6966 -63.4576
-92.4 -64.5311
-91.0268 -69.5033
-89.8008 -60.7261
-88.3243 -61.892
-94.345 -63.0746
-91.3994 -70.0704
-95.9579 -60.688
-93.0793 -59.3584
-90.8395 -65.5015
-91.3418 -65.9442
-94.5499 -66.2454
-92.8559 -64.1129
-92.2705 -61.9569
-89.4869 -61.625
-91.8609 -67.617
-92.8044 -63.6527
-94.095 -64.8271
-91.0062 -61.9935
-94.5288 -63.4404
-90.947 -67.3142
-89.4196 -61.2106
-91.6466 -61.1248
-91.0863 -62.6681
-89.3872 -63.7029
-89.5515 -66.3855
-93.6258 -64.1274
-90.2541 -61.0815
-92.594 -60.7431
-90.0136 -62.2895
-88.5122 -59.243
-96.8952 -63.3255
-90.8325 -63.8531
-92.8249 -63.2302
-89.4389 -63.7295
-94.2575 -61.9091
-90.0166 -62.0678
-89.6883 -56.6148
-94.458 -64.1607
-90.4384 -65.6299
-89.8488 -60.9311
-89.7391 -63.2122
-92.1437 -64.9207
-92.2936 -59.9407
-89.223 -59.8313
-93.2358 -63.634
-91.7995 -59.95
-90.5635 -64.7987
-92.1569 -64.2841
-92.6588 -64.6502
-88.5975 -54.9941
-92.6107 -61.8156
-87.8548 -71.8337
-90.7767 -62.3476
-91.9175 -59.6125
-93.1693 -65.5898
-94.3634 -58.4857
-94.0186 -67.2553
-93.5243 -67.7377
-92.1266 -64.591
-93.5977 -68.2611
-92.7611 -60.0014
-93.0317 -60.78
-91.3992 -64.7647
-97.5681 -67.0258
-93.4506 -60.0597
-91.8474 -60.9585
-92.0916 -64.6126
-88.2379 -65.9501
-91.9226 -67.4023
-90.8647 -64.6519
-91.8201 -61.6091
-93.1882 -63.7089
-92.9254 -65.5749
-91.4076 -65.0581
-91.7157 -60.794
-95.2705 -63.5202
-91.2246 -62.5153
-92.7845 -64.2376
-87.903 -61.9794
-90.3154 -65.2846
-90.1264 -60.6673
-89.9634 -61.786
-91.4687 -65.709
-94.6942 -65.3611
-90.781 -63.1253
-91.5775 -60.9984
-90.9266 -66.9071
-91.8146 -68.5363
-90.5789 -63.4272
-89.7374 -65.1091
-91.0808 -65.0435
-90.6084 -61.3175
-92.2836 -65.6273
-93.6699 -58.9538
-91.119 -62.4034
-92.4344 -61.8326
-89.7317 -70.0184
-96.298 -64.3665
-95.3204 -64.2881
-91.1418 -60.4914
-91.9235 -64.9521
-90.4558 -64.2655
-92.2451 -60.1213
-91.235 -62.011
-91.8 -65.0303
-95.1266 -64.3738
-92.2144 -68.261
-94.2117 -61.1109
-93.4658 -67.0841
-94.6978 -66.5185
-90.9908 -65.2166
-91.215 -61.3135
-90.7793 -61.9242
-94.2735 -64.8793
-92.5157 -61.9921
-93.9952 -63.8425
-90.9064 -67.3432
-90.6648 -61.7165
-91.0349 -61.2467
-95.4577 -62.9756
-90.3058 -63.5981
-94.0101 -65.1966
-95.3344 -59.9217
-93.0355 -61.5108
-92.0273 -63.3007
-91.217 -62.455
-89.6692 -62.7792
-92.8399 -63.9337
-90.4717 -63.2502
-93.8867 -68.8685
-90.5317 -65.3599
-92.8842 -62.9651
-92.8432 -65.6952
-93.2277 -63.2213
-93.7679 -66.9156
-91.4132 -62.5727
-90.1062 -60.9128
-92.1887 -70.3055
-92.3523 -62.2075
-90.6481 -63.5059
-91.4406 -61.7188
-93.5865 -58.6811
-96.5925 -65.49
-91.5686 -63.8346
-94.2466 -60.9346
-90.0628 -65.2668
-91.3369 -66.5254
-92.6484 -59.5503
-92.2649 -64.1267
-94.9514 -65.1472
-94.776 -62.3339
-92.8832 -65.3678
-89.9935 -59.8805
-91.6447 -67.9065
-94.7143 -62.6384
-93.6983 -62.6167
-93.9557 -66.1601
-92.5325 -63.0102
-91.7249 -60.2818
-92.4602 -62.5899
-91.5807 -64.262
-92.0529 -63.8548
-92.7165 -66.7807
-93.721 -68.9685
-92.2116 -62.0489
-92.1967 -66.2285
-94.7839 -62.4103
-92.3945 -64.9124
-90.6921 -60.6794
-90.9502 -60.8225
-93.3964 -66.4022
-91.5647 -61.9853
-92.5341 -68.1539
-94.4424 -63.9774
-90.1553 -60.9055
-91.8642 -63.3969
-91.0985 -61.0871
-94.6235 -61.0098
-93.0198 -65.0454
-90.8138 -60.1903
-93.2145 -58.4414
-91.6522 -61.9426
-89.6386 -66.1226
-89.5509 -63.9834
-90.8252 -62.5537
-93.6613 -65.3292
-93.4535 -60.9976
-94.3637 -62.1824
-89.3709 -64.519
-92.4929 -68.5421
-91.3964 -63.0595
-88.5795 -62.1432
-91.5731 -64.4624
-86.9924 -62.2326
-89.4324 -62.3944
-91.9025 -65.6197
-89.7004 -61.3284
-90.4636 -65.6165
-91.2385 -61.3441
-92.7856 -66.9561
-93.5174 -70.9202
-91.661 -58.854
-94.1525 -69.4007
-92.221 -69.249
-90.5369 -67.0984
-91.7424 -66.4404
-89.7364 -60.1825
-90.2367 -62.6614
-88.9134 -65.4729
-89.7013 -62.4699
-93.0648 -60.8088
-91.6572 -68.3809
-90.6441 -62.6041
-93.4651 -59.99
-92.7986 -59.4786
-92.9867 -60.3754
-89.2128 -61.0649
-92.9885 -64.7189
-89.6071 -59.4896
-93.5421 -60.1301
-88.4362 -62.8283
-90.0381 -69.3298
-90.9559 -67.4798
-93.7026 -60.667
-89.8391 -63.3779
-89.7782 -59.8941
-90.6376 -62.2681
-91.6824 -57.0884
-93.8577 -63.1832
-92.5437 -63.0006
-94.566 -65.3588
-89.4852 -68.7189
-88.5852 -65.3054
-91.5469 -61.8465
-91.951 -65.0361
-88.327 -67.9974
-93.5877 -65.8264
-94.4607 -66.7952
-92.2659 -65.1931
-97.1079 -62.5324
-93.2847 -62.9886
-91.9614 -59.1255
-91.2637 -66.1757
-92.9846 -62.9583
-88.2929 -68.124
-91.7863 -63.4681
-92.6433 -68.3425
-93.2889 -64.3426
-88.282 -61.6217
-96.4723 -60.233
-91.891 -65.4402
-88.6207 -63.049
-90.5248 -63.1734
-93.1666 -64.5955
-92.2185 -61.7203
-91.7994 -67.6718
-94.2207 -63.3184
-88.5595 -62.9081
-93.6424 -64.1424
-91.6264 -66.1057
-91.9323 -64.5754
-89.0932 -67.2336
-93.4452 -64.4644
-93.5522 -62.2875
-93.3883 -66.8125
-91.1207 -69.3934
-88.9677 -62.9617
-90.6551 -57.7435
-93.1813 -63.4916
-90.2996 -63.8501
-89.7576 -60.9659
-93.5666 -60.7841
-90.6476 -66.5887
-91.1151 -64.4563
-93.3232 -65.3215
-93.7886 -64.746
-88.9978 -64.35
-89.3759 -63.9481
-94.6858 -65.8852
-93.5671 -62.6572
-89.9057 -64.1904
-90.5597 -58.5336
-89.8025 -61.7753
-91.5804 -68.7403
-93.3563 -67.2369
-92.7403 -62.2727
-95.8041 -64.3785
-92.8589 -60.3643
-94.4092 -58.5355
-93.0195 -59.895
-93.6795 -65.6079
-86.7464 -61.7508
-91.827 -56.1114
-89.6631 -61.9669
-92.5734 -62.9812
-89.9817 -64.9208
-91.3835 -63.3483
-91.4123 -62.6039
-90.8982 -66.4004
-91.2766 -62.2481
-90.896 -63.8791
-91.6126 -64.4496
-89.1778 -62.7996
-93.1519 -65.6387
-94.4662 -62.5707
-92.0706 -65.182
-92.3617 -61.6548
-93.2564 -62.905
-92.8483 -69.5961
-91.618 -65.5868
-91.1246 -64.7744
-90.8007 -68.8177
-91.4455 -58.951
-92.4468 -68.6585
-95.261 -66.5377
-93.997 -60.6291
-91.0797 -60.6438
-94.0937 -64.1724
-94.2416 -66.137
-89.1055 -65.5109
-88.6746 -61.5514
-96.159 -65.7268
-88.9264 -68.0113
-90.5625 -66.6108
-92.1937 -62.9334
-93.7622 -65.9987
-92.5357 -61.8406
-92.1807 -59.0785
-88.7872 -61.1618
-91.8325 -65.2647
-94.0453 -61.7536
-91.3585 -62.4182
-93.2904 -65.7536
-92.8177 -62.5998
-92.086 -65.3835
-90.6722 -57.6982
-92.5992 -69.3846
-91.8547 -61.5853
-91.2573 -61.6958
-93.6585 -64.9753
-91.4837 -61.2686
-88.6742 -61.8416
-89.8564 -65.0312
-94.1104 -61.5556
-92.2379 -59.4699
-91.7111 -61.677
-94.6833 -61.1976
-92.0925 -66.5574
-95.2223 -59.4742
-88.5717 -63.3681
-94.5756 -65.1686
-91.0052 -60.8906
-90.6559 -58.8645
-92.3716 -64.7595
-92.4343 -64.2793
-92.0467 -68.1777
-88.0278 -64.6854
-90.7741 -67.511
-92.4661 -65.2923
-91.9382 -61.7411
-91.7903 -68.1101
-89.2916 -63.0504
-90.6488 -63.3665
-94.2843 -64.2415
-93.6991 -60.9123
-91.4716 -57.8961
-94.1599 -62.9322
-94.2036 -66.441
-92.4275 -63.5096
-91.2565 -63.4849
-93.5295 -63.5564
-91.8302 -62.2642
-91.0649 -67.3414
-93.2313 -62.0454
-90.0179 -61.0978
-91.2407 -68.3779
-92.2315 -65.5011
-89.3615 -62.8081
-93.7599 -60.1511
-89.8217 -70.8426
-87.1521 -58.1021
-94.039 -65.9797
-92.1445 -65.9595
-91.8562 -69.52
-92.2436 -61.6394
-89.1915 -62.8513
-91.5062 -65.4771
-88.9641 -60.5169
-93.0014 -64.3299
-92.2784 -63.3175
-92.1989 -65.1169
-89.9581 -68.2515
-94.1488 -59.6054
-94.0887 -60.9535
-92.8474 -58.4749
-90.5644 -63.2066
-93.2879 -61.5377
-88.2735 -63.3249
-92.863 -60.1985
-91.775 -67.8156
-91.5618 -66.1469
-92.2225 -65.6332
-91.9393 -59.6941
-90.2432 -58.3736
-94.1977 -66.1095
-93.1867 -67.2228
-95.3212 -65.298
-92.7688 -68.1626
-92.5506 -64.896
-89.4119 -65.5722
-96.4323 -62.0978
-89.6657 -61.0461
-92.8466 -65.765
-96.0218 -59.1848
-90.1359 -60.6713
-90.1319 -65.5107
-90.336 -60.2538
-89.7766 -60.259
-87.4785 -62.9615
-91.7236 -65.9331
-92.6745 -67.2787
-91.1072 -65.1653
-94.0929 -68.9409
-88.9469 -66.1613
-91.8727 -57.8032
-90.0606 -63.2231
-89.0729 -69.5195
-91.0771 -68.2486
-92.0158 -60.9326
-89.5737 -66.2153
-90.2012 -61.8487
-89.8379 -68.5392
-88.6329 -63.6034
-91.8398 -62.9462
-91.4331 -63.9659
-88.6845 -60.7706
-92.9106 -64.3805
-88.4611 -60.5804
-90.3198 -65.8175
-94.7055 -64.2772
-95.244 -67.631
-91.2187 -61.7469
-91.4609 -60.681
-91.993 -67.5886
-94.2443 -64.8963
-92.1409 -60.1837
-92.4483 -63.6558
-92.2464 -62.7364
-89.6601 -59.3503
-89.4076 -62.6834
-89.96 -68.0409
-94.769 -66.5002
-90.2634 -62.9207
-92.7659 -67.2685
-91.7997 -58.7899
-88.6258 -61.1097
-90.6793 -63.6465
-91.6726 -66.066
-94.5325 -68.4985
